Year,Region,Province/territory,Plan,Average ($),Speed
2017,National,AB,2GB,50.21,Plus bas prix / Lowest
2017,National,SK,2GB,51.88,Plus bas prix / Lowest
2017,National,MB,2GB,48.1,Plus bas prix / Lowest
2017,National,ON,2GB,56.64,Plus bas prix / Lowest
2017,National,QC,2GB,52.26,Plus bas prix / Lowest
2017,National,NB,2GB,52,Plus bas prix / Lowest
2017,National,PE,2GB,54.29,Plus bas prix / Lowest
2017,National,NS,2GB,55.58,Plus bas prix / Lowest
2017,National,NL,2GB,55.08,Plus bas prix / Lowest
2017,National,YT,2GB,55,Plus bas prix / Lowest
2017,National,NT,2GB,55,Plus bas prix / Lowest
2017,National,NU,2GB,55,Plus bas prix / Lowest
2017,National,Nord / North,2GB,55,Plus bas prix / Lowest
2017,National,Canada,2GB,52.93,Plus bas prix / Lowest
2017,National,BC,5GB,74.7,Plus bas prix / Lowest
2017,National,AB,5GB,73.33,Plus bas prix / Lowest
2017,National,SK,5GB,53.13,Plus bas prix / Lowest
2017,National,MB,5GB,51.36,Plus bas prix / Lowest
2017,National,ON,5GB,73.52,Plus bas prix / Lowest
2017,National,QC,5GB,56.71,Plus bas prix / Lowest
2017,National,NB,5GB,77.33,Plus bas prix / Lowest
2017,National,PE,5GB,78.1,Plus bas prix / Lowest
2017,National,NS,5GB,77.63,Plus bas prix / Lowest
2017,National,NL,5GB,77,Plus bas prix / Lowest
2017,National,YT,5GB,77.75,Plus bas prix / Lowest
2017,National,NT,5GB,77.75,Plus bas prix / Lowest
2017,National,NU,5GB,77.75,Plus bas prix / Lowest
2017,National,Nord / North,5GB,77.75,Plus bas prix / Lowest
2017,National,Canada,5GB,70.05,Plus bas prix / Lowest
2017,National,BC,Talk Plan,20,3G
2017,National,AB,Talk Plan,20,3G
2017,National,SK,Talk Plan,20,3G
2017,National,MB,Talk Plan,20,3G
2017,National,ON,Talk Plan,20,3G
2017,National,QC,Talk Plan,20,3G
2017,National,NB,Talk Plan,20,3G
2017,National,PE,Talk Plan,20,3G
2017,National,NS,Talk Plan,20,3G
2017,National,NL,Talk Plan,20,3G
2017,National,YT,Talk Plan,--,3G
2017,National,NT,Talk Plan,--,3G
2017,National,NU,Talk Plan,--,3G
2017,National,Nord / North,Talk Plan,--,3G
2017,National,Canada,Talk Plan,20,3G
2017,National,BC,1GB,40,3G
2017,National,AB,1GB,40,3G
2017,National,SK,1GB,40,3G
2017,National,MB,1GB,40,3G
2017,National,ON,1GB,40,3G
2017,National,QC,1GB,--,3G
2017,National,NB,1GB,40,3G
2017,National,PE,1GB,40,3G
2017,National,NS,1GB,40,3G
2017,National,NL,1GB,40,3G
2017,National,YT,1GB,--,3G
2017,National,NT,1GB,--,3G
2017,National,NU,1GB,--,3G
2017,National,Nord / North,1GB,--,3G
2017,National,Canada,1GB,40,3G
2017,National,BC,2GB,45,3G
2017,National,AB,2GB,45,3G
2017,National,SK,2GB,45,3G
2017,National,MB,2GB,45,3G
2017,National,ON,2GB,57.44,3G
2017,National,QC,2GB,--,3G
2017,National,NB,2GB,45,3G
2017,National,PE,2GB,45,3G
2017,National,NS,2GB,45,3G
2017,National,NL,2GB,45,3G
2017,National,YT,2GB,--,3G
2017,National,NT,2GB,--,3G
2017,National,NU,2GB,--,3G
2017,National,Nord / North,2GB,--,3G
2017,National,Canada,2GB,46.38,3G
2017,National,BC,Talk Plan,27.29,LTE
2017,National,AB,Talk Plan,27.34,LTE
2017,National,SK,Talk Plan,28.82,LTE
2017,National,MB,Talk Plan,30,LTE
2017,National,ON,Talk Plan,26.99,LTE
2017,National,QC,Talk Plan,25.79,LTE
2017,National,NB,Talk Plan,27.77,LTE
2017,National,PE,Talk Plan,27.3,LTE
2017,National,NS,Talk Plan,27.21,LTE
2017,National,NL,Talk Plan,27.72,LTE
2017,National,YT,Talk Plan,26.08,LTE
2017,National,NT,Talk Plan,26.08,LTE
2017,National,NU,Talk Plan,26.08,LTE
2017,National,Nord / North,Talk Plan,26.08,LTE
2017,National,Canada,Talk Plan,27.48,LTE
2017,National,BC,1GB,49.17,LTE
2017,National,AB,1GB,48.33,LTE
2017,National,SK,1GB,50,LTE
2017,National,MB,1GB,46,LTE
2017,National,ON,1GB,48.29,LTE
2017,National,QC,1GB,36.93,LTE
2017,National,NB,1GB,50.5,LTE
2017,National,PE,1GB,51.47,LTE
2017,National,NS,1GB,51.53,LTE
2017,National,NL,1GB,51,LTE
2017,National,YT,1GB,50,LTE
2017,National,NT,1GB,50,LTE
2017,National,NU,1GB,50,LTE
2017,National,Nord / North,1GB,50,LTE
2017,National,Canada,1GB,48.47,LTE
2017,National,BC,2GB,53.75,LTE
2017,National,AB,2GB,52.5,LTE
2017,National,SK,2GB,53.33,LTE
2017,National,MB,2GB,49,LTE
2017,National,ON,2GB,56.1,LTE
2017,National,QC,2GB,52.26,LTE
2017,National,NB,2GB,55.5,LTE
2017,National,PE,2GB,57.58,LTE
2017,National,NS,2GB,58.22,LTE
2017,National,NL,2GB,57.22,LTE
2017,National,YT,2GB,55,LTE
2017,National,NT,2GB,55,LTE
2017,National,NU,2GB,55,LTE
2017,National,Nord / North,2GB,55,LTE
2017,National,Canada,2GB,54.59,LTE
2017,National,BC,5GB,74.7,LTE
2017,National,AB,5GB,73.33,LTE
2017,National,SK,5GB,53.13,LTE
2017,National,MB,5GB,51.36,LTE
2017,National,ON,5GB,73.52,LTE
2017,National,QC,5GB,56.71,LTE
2017,National,NB,5GB,77.33,LTE
2017,National,PE,5GB,78.1,LTE
2017,National,NS,5GB,77.63,LTE
2017,National,NL,5GB,77,LTE
2017,National,YT,5GB,77.75,LTE
2017,National,NT,5GB,77.75,LTE
2017,National,NU,5GB,77.75,LTE
2017,National,Nord / North,5GB,77.75,LTE
2017,National,Canada,5GB,70.05,LTE
2016,Urbain / Urban,BC,Talk Plan,30.14,Plus bas prix / Lowest
2016,Urbain / Urban,AB,Talk Plan,28.91,Plus bas prix / Lowest
2016,Urbain / Urban,SK,Talk Plan,28.81,Plus bas prix / Lowest
2016,Urbain / Urban,MB,Talk Plan,29.94,Plus bas prix / Lowest
2016,Urbain / Urban,ON,Talk Plan,28.81,Plus bas prix / Lowest
2016,Urbain / Urban,QC,Talk Plan,27.28,Plus bas prix / Lowest
2016,Urbain / Urban,NB,Talk Plan,31.76,Plus bas prix / Lowest
2016,Urbain / Urban,PE,Talk Plan,30.33,Plus bas prix / Lowest
2016,Urbain / Urban,NS,Talk Plan,30.18,Plus bas prix / Lowest
2016,Urbain / Urban,NL,Talk Plan,31.75,Plus bas prix / Lowest
2016,Urbain / Urban,YT,Talk Plan,37.25,Plus bas prix / Lowest
2016,Urbain / Urban,NT,Talk Plan,37.25,Plus bas prix / Lowest
2016,Urbain / Urban,NU,Talk Plan,37.25,Plus bas prix / Lowest
2016,Urbain / Urban,Nord / North,Talk Plan,37.25,Plus bas prix / Lowest
2016,Urbain / Urban,Canada,Talk Plan,30.47,Plus bas prix / Lowest
2016,Urbain / Urban,BC,1GB,44.17,Plus bas prix / Lowest
2016,Urbain / Urban,AB,1GB,42,Plus bas prix / Lowest
2016,Urbain / Urban,SK,1GB,51,Plus bas prix / Lowest
2016,Urbain / Urban,MB,1GB,49.25,Plus bas prix / Lowest
2016,Urbain / Urban,ON,1GB,42.48,Plus bas prix / Lowest
2016,Urbain / Urban,QC,1GB,42.88,Plus bas prix / Lowest
2016,Urbain / Urban,NB,1GB,46.67,Plus bas prix / Lowest
2016,Urbain / Urban,PE,1GB,47.75,Plus bas prix / Lowest
2016,Urbain / Urban,NS,1GB,47.5,Plus bas prix / Lowest
2016,Urbain / Urban,NL,1GB,46.33,Plus bas prix / Lowest
2016,Urbain / Urban,YT,1GB,46.5,Plus bas prix / Lowest
2016,Urbain / Urban,NT,1GB,46.5,Plus bas prix / Lowest
2016,Urbain / Urban,NU,1GB,46.5,Plus bas prix / Lowest
2016,Urbain / Urban,Nord / North,1GB,46.5,Plus bas prix / Lowest
2016,Urbain / Urban,Canada,1GB,46.05,Plus bas prix / Lowest
2016,Urbain / Urban,BC,2GB,56.25,Plus bas prix / Lowest
2016,Urbain / Urban,AB,2GB,51.5,Plus bas prix / Lowest
2016,Urbain / Urban,SK,2GB,57.5,Plus bas prix / Lowest
2016,Urbain / Urban,MB,2GB,54.5,Plus bas prix / Lowest
2016,Urbain / Urban,ON,2GB,52.31,Plus bas prix / Lowest
2016,Urbain / Urban,QC,2GB,52.13,Plus bas prix / Lowest
2016,Urbain / Urban,NB,2GB,61.33,Plus bas prix / Lowest
2016,Urbain / Urban,PE,2GB,62.5,Plus bas prix / Lowest
2016,Urbain / Urban,NS,2GB,62.25,Plus bas prix / Lowest
2016,Urbain / Urban,NL,2GB,61,Plus bas prix / Lowest
2016,Urbain / Urban,YT,2GB,74.5,Plus bas prix / Lowest
2016,Urbain / Urban,NT,2GB,74.5,Plus bas prix / Lowest
2016,Urbain / Urban,NU,2GB,74.5,Plus bas prix / Lowest
2016,Urbain / Urban,Nord / North,2GB,74.5,Plus bas prix / Lowest
2016,Urbain / Urban,Canada,2GB,58.71,Plus bas prix / Lowest
2016,Urbain / Urban,BC,5GB,77.29,Plus bas prix / Lowest
2016,Urbain / Urban,AB,5GB,71.25,Plus bas prix / Lowest
2016,Urbain / Urban,SK,5GB,54,Plus bas prix / Lowest
2016,Urbain / Urban,MB,5GB,53.5,Plus bas prix / Lowest
2016,Urbain / Urban,ON,5GB,71.59,Plus bas prix / Lowest
2016,Urbain / Urban,QC,5GB,61,Plus bas prix / Lowest
2016,Urbain / Urban,NB,5GB,83.67,Plus bas prix / Lowest
2016,Urbain / Urban,PE,5GB,83,Plus bas prix / Lowest
2016,Urbain / Urban,NS,5GB,82.75,Plus bas prix / Lowest
2016,Urbain / Urban,NL,5GB,83.33,Plus bas prix / Lowest
2016,Urbain / Urban,YT,5GB,90,Plus bas prix / Lowest
2016,Urbain / Urban,NT,5GB,90,Plus bas prix / Lowest
2016,Urbain / Urban,NU,5GB,90,Plus bas prix / Lowest
2016,Urbain / Urban,Nord / North,5GB,90,Plus bas prix / Lowest
2016,Urbain / Urban,Canada,5GB,73.76,Plus bas prix / Lowest
2016,Urbain / Urban,BC,Talk Plan,24.75,3G
2016,Urbain / Urban,AB,Talk Plan,22.25,3G
2016,Urbain / Urban,SK,Talk Plan,27.25,3G
2016,Urbain / Urban,MB,Talk Plan,27.25,3G
2016,Urbain / Urban,ON,Talk Plan,23.5,3G
2016,Urbain / Urban,QC,Talk Plan,24.75,3G
2016,Urbain / Urban,NB,Talk Plan,27.25,3G
2016,Urbain / Urban,PE,Talk Plan,27.25,3G
2016,Urbain / Urban,NS,Talk Plan,27.25,3G
2016,Urbain / Urban,NL,Talk Plan,27.25,3G
2016,Urbain / Urban,YT,Talk Plan,--,3G
2016,Urbain / Urban,NT,Talk Plan,--,3G
2016,Urbain / Urban,NU,Talk Plan,--,3G
2016,Urbain / Urban,Nord / North,Talk Plan,--,3G
2016,Urbain / Urban,Canada,Talk Plan,25.88,3G
2016,Urbain / Urban,BC,1GB,43.5,3G
2016,Urbain / Urban,AB,1GB,41,3G
2016,Urbain / Urban,SK,1GB,46,3G
2016,Urbain / Urban,MB,1GB,46,3G
2016,Urbain / Urban,ON,1GB,41.63,3G
2016,Urbain / Urban,QC,1GB,43.5,3G
2016,Urbain / Urban,NB,1GB,46,3G
2016,Urbain / Urban,PE,1GB,46,3G
2016,Urbain / Urban,NS,1GB,46,3G
2016,Urbain / Urban,NL,1GB,46,3G
2016,Urbain / Urban,YT,1GB,--,3G
2016,Urbain / Urban,NT,1GB,--,3G
2016,Urbain / Urban,NU,1GB,--,3G
2016,Urbain / Urban,Nord / North,1GB,--,3G
2016,Urbain / Urban,Canada,1GB,44.56,3G
2016,Urbain / Urban,BC,2GB,56.5,3G
2016,Urbain / Urban,AB,2GB,49,3G
2016,Urbain / Urban,SK,2GB,--,3G
2016,Urbain / Urban,MB,2GB,--,3G
2016,Urbain / Urban,ON,2GB,50.88,3G
2016,Urbain / Urban,QC,2GB,49,3G
2016,Urbain / Urban,NB,2GB,64,3G
2016,Urbain / Urban,PE,2GB,64,3G
2016,Urbain / Urban,NS,2GB,64,3G
2016,Urbain / Urban,NL,2GB,64,3G
2016,Urbain / Urban,YT,2GB,--,3G
2016,Urbain / Urban,NT,2GB,--,3G
2016,Urbain / Urban,NU,2GB,--,3G
2016,Urbain / Urban,Nord / North,2GB,--,3G
2016,Urbain / Urban,Canada,2GB,57.67,3G
2016,Urbain / Urban,BC,Talk Plan,32.29,LTE
2016,Urbain / Urban,AB,Talk Plan,31.13,LTE
2016,Urbain / Urban,SK,Talk Plan,28.81,LTE
2016,Urbain / Urban,MB,Talk Plan,30.83,LTE
2016,Urbain / Urban,ON,Talk Plan,30.52,LTE
2016,Urbain / Urban,QC,Talk Plan,28.12,LTE
2016,Urbain / Urban,NB,Talk Plan,34.02,LTE
2016,Urbain / Urban,PE,Talk Plan,31.36,LTE
2016,Urbain / Urban,NS,Talk Plan,31.16,LTE
2016,Urbain / Urban,NL,Talk Plan,34,LTE
2016,Urbain / Urban,YT,Talk Plan,37.25,LTE
2016,Urbain / Urban,NT,Talk Plan,37.25,LTE
2016,Urbain / Urban,NU,Talk Plan,37.25,LTE
2016,Urbain / Urban,Nord / North,Talk Plan,37.25,LTE
2016,Urbain / Urban,Canada,Talk Plan,31.77,LTE
2016,Urbain / Urban,BC,1GB,44.42,LTE
2016,Urbain / Urban,AB,1GB,42.33,LTE
2016,Urbain / Urban,SK,1GB,52.67,LTE
2016,Urbain / Urban,MB,1GB,50.33,LTE
2016,Urbain / Urban,ON,1GB,42.73,LTE
2016,Urbain / Urban,QC,1GB,42.67,LTE
2016,Urbain / Urban,NB,1GB,47,LTE
2016,Urbain / Urban,PE,1GB,48.33,LTE
2016,Urbain / Urban,NS,1GB,48,LTE
2016,Urbain / Urban,NL,1GB,46.5,LTE
2016,Urbain / Urban,YT,1GB,46.5,LTE
2016,Urbain / Urban,NT,1GB,46.5,LTE
2016,Urbain / Urban,NU,1GB,46.5,LTE
2016,Urbain / Urban,Nord / North,1GB,46.5,LTE
2016,Urbain / Urban,Canada,1GB,46.5,LTE
2016,Urbain / Urban,BC,2GB,55.92,LTE
2016,Urbain / Urban,AB,2GB,52.33,LTE
2016,Urbain / Urban,SK,2GB,57.5,LTE
2016,Urbain / Urban,MB,2GB,54.5,LTE
2016,Urbain / Urban,ON,2GB,52.73,LTE
2016,Urbain / Urban,QC,2GB,52.42,LTE
2016,Urbain / Urban,NB,2GB,60,LTE
2016,Urbain / Urban,PE,2GB,62,LTE
2016,Urbain / Urban,NS,2GB,61.67,LTE
2016,Urbain / Urban,NL,2GB,59.5,LTE
2016,Urbain / Urban,YT,2GB,74.5,LTE
2016,Urbain / Urban,NT,2GB,74.5,LTE
2016,Urbain / Urban,NU,2GB,74.5,LTE
2016,Urbain / Urban,Nord / North,2GB,74.5,LTE
2016,Urbain / Urban,Canada,2GB,58.46,LTE
2016,Urbain / Urban,BC,5GB,77.29,LTE
2016,Urbain / Urban,AB,5GB,71.25,LTE
2016,Urbain / Urban,SK,5GB,54,LTE
2016,Urbain / Urban,MB,5GB,53.5,LTE
2016,Urbain / Urban,ON,5GB,71.59,LTE
2016,Urbain / Urban,QC,5GB,61,LTE
2016,Urbain / Urban,NB,5GB,83.67,LTE
2016,Urbain / Urban,PE,5GB,83,LTE
2016,Urbain / Urban,NS,5GB,82.75,LTE
2016,Urbain / Urban,NL,5GB,83.33,LTE
2016,Urbain / Urban,YT,5GB,90,LTE
2016,Urbain / Urban,NT,5GB,90,LTE
2016,Urbain / Urban,NU,5GB,90,LTE
2016,Urbain / Urban,Nord / North,5GB,90,LTE
2016,Urbain / Urban,Canada,5GB,73.76,LTE
2016,Rural,BC,Talk Plan,32.31,Plus bas prix / Lowest
2016,Rural,AB,Talk Plan,34.06,Plus bas prix / Lowest
2016,Rural,SK,Talk Plan,31.23,Plus bas prix / Lowest
2016,Rural,MB,Talk Plan,34.5,Plus bas prix / Lowest
2016,Rural,ON,Talk Plan,31.58,Plus bas prix / Lowest
2016,Rural,QC,Talk Plan,28.77,Plus bas prix / Lowest
2016,Rural,NB,Talk Plan,31.76,Plus bas prix / Lowest
2016,Rural,PE,Talk Plan,30.33,Plus bas prix / Lowest
2016,Rural,NS,Talk Plan,31.28,Plus bas prix / Lowest
2016,Rural,NL,Talk Plan,33.44,Plus bas prix / Lowest
2016,Rural,YT,Talk Plan,37.25,Plus bas prix / Lowest
2016,Rural,NT,Talk Plan,37.25,Plus bas prix / Lowest
2016,Rural,NU,Talk Plan,37.25,Plus bas prix / Lowest
2016,Rural,Nord / North,Talk Plan,37.25,Plus bas prix / Lowest
2016,Rural,Canada,Talk Plan,32.41,Plus bas prix / Lowest
2016,Rural,BC,1GB,54.45,Plus bas prix / Lowest
2016,Rural,AB,1GB,54.67,Plus bas prix / Lowest
2016,Rural,SK,1GB,60.1,Plus bas prix / Lowest
2016,Rural,MB,1GB,60.7,Plus bas prix / Lowest
2016,Rural,ON,1GB,46.33,Plus bas prix / Lowest
2016,Rural,QC,1GB,41.95,Plus bas prix / Lowest
2016,Rural,NB,1GB,46.67,Plus bas prix / Lowest
2016,Rural,PE,1GB,47.75,Plus bas prix / Lowest
2016,Rural,NS,1GB,48.17,Plus bas prix / Lowest
2016,Rural,NL,1GB,47.28,Plus bas prix / Lowest
2016,Rural,YT,1GB,59,Plus bas prix / Lowest
2016,Rural,NT,1GB,59,Plus bas prix / Lowest
2016,Rural,NU,1GB,59,Plus bas prix / Lowest
2016,Rural,Nord / North,1GB,59,Plus bas prix / Lowest
2016,Rural,Canada,1GB,51.55,Plus bas prix / Lowest
2016,Rural,BC,2GB,68.33,Plus bas prix / Lowest
2016,Rural,AB,2GB,71,Plus bas prix / Lowest
2016,Rural,SK,2GB,68.9,Plus bas prix / Lowest
2016,Rural,MB,2GB,69.23,Plus bas prix / Lowest
2016,Rural,ON,2GB,61,Plus bas prix / Lowest
2016,Rural,QC,2GB,52.4,Plus bas prix / Lowest
2016,Rural,NB,2GB,61.33,Plus bas prix / Lowest
2016,Rural,PE,2GB,62.5,Plus bas prix / Lowest
2016,Rural,NS,2GB,63.17,Plus bas prix / Lowest
2016,Rural,NL,2GB,61.83,Plus bas prix / Lowest
2016,Rural,YT,2GB,74.5,Plus bas prix / Lowest
2016,Rural,NT,2GB,74.5,Plus bas prix / Lowest
2016,Rural,NU,2GB,74.5,Plus bas prix / Lowest
2016,Rural,Nord / North,2GB,74.5,Plus bas prix / Lowest
2016,Rural,Canada,2GB,64.93,Plus bas prix / Lowest
2016,Rural,BC,5GB,89.76,Plus bas prix / Lowest
2016,Rural,AB,5GB,91.67,Plus bas prix / Lowest
2016,Rural,SK,5GB,75.3,Plus bas prix / Lowest
2016,Rural,MB,5GB,73.41,Plus bas prix / Lowest
2016,Rural,ON,5GB,83.33,Plus bas prix / Lowest
2016,Rural,QC,5GB,58.71,Plus bas prix / Lowest
2016,Rural,NB,5GB,83.67,Plus bas prix / Lowest
2016,Rural,PE,5GB,83,Plus bas prix / Lowest
2016,Rural,NS,5GB,82.75,Plus bas prix / Lowest
2016,Rural,NL,5GB,81.39,Plus bas prix / Lowest
2016,Rural,YT,5GB,90,Plus bas prix / Lowest
2016,Rural,NT,5GB,90,Plus bas prix / Lowest
2016,Rural,NU,5GB,90,Plus bas prix / Lowest
2016,Rural,Nord / North,5GB,90,Plus bas prix / Lowest
2016,Rural,Canada,5GB,81.18,Plus bas prix / Lowest
2016,Rural,BC,Talk Plan,27.25,3G
2016,Rural,AB,Talk Plan,27.25,3G
2016,Rural,SK,Talk Plan,27.25,3G
2016,Rural,MB,Talk Plan,27.25,3G
2016,Rural,ON,Talk Plan,27.25,3G
2016,Rural,QC,Talk Plan,27.25,3G
2016,Rural,NB,Talk Plan,27.25,3G
2016,Rural,PE,Talk Plan,27.25,3G
2016,Rural,NS,Talk Plan,27.25,3G
2016,Rural,NL,Talk Plan,27.25,3G
2016,Rural,YT,Talk Plan,--,3G
2016,Rural,NT,Talk Plan,--,3G
2016,Rural,NU,Talk Plan,--,3G
2016,Rural,Nord / North,Talk Plan,--,3G
2016,Rural,Canada,Talk Plan,27.25,3G
2016,Rural,BC,1GB,46,3G
2016,Rural,AB,1GB,46,3G
2016,Rural,SK,1GB,46,3G
2016,Rural,MB,1GB,46,3G
2016,Rural,ON,1GB,46,3G
2016,Rural,QC,1GB,46,3G
2016,Rural,NB,1GB,46,3G
2016,Rural,PE,1GB,46,3G
2016,Rural,NS,1GB,46,3G
2016,Rural,NL,1GB,46,3G
2016,Rural,YT,1GB,--,3G
2016,Rural,NT,1GB,--,3G
2016,Rural,NU,1GB,--,3G
2016,Rural,Nord / North,1GB,--,3G
2016,Rural,Canada,1GB,46,3G
2016,Rural,BC,2GB,56.5,3G
2016,Rural,AB,2GB,49,3G
2016,Rural,SK,2GB,--,3G
2016,Rural,MB,2GB,--,3G
2016,Rural,ON,2GB,64,3G
2016,Rural,QC,2GB,49,3G
2016,Rural,NB,2GB,64,3G
2016,Rural,PE,2GB,64,3G
2016,Rural,NS,2GB,64,3G
2016,Rural,NL,2GB,64,3G
2016,Rural,YT,2GB,--,3G
2016,Rural,NT,2GB,--,3G
2016,Rural,NU,2GB,--,3G
2016,Rural,Nord / North,2GB,--,3G
2016,Rural,Canada,2GB,59.31,3G
2016,Rural,BC,Talk Plan,34.57,LTE
2016,Rural,AB,Talk Plan,37.47,LTE
2016,Rural,SK,Talk Plan,31.67,LTE
2016,Rural,MB,Talk Plan,35.88,LTE
2016,Rural,ON,Talk Plan,33.75,LTE
2016,Rural,QC,Talk Plan,29.14,LTE
2016,Rural,NB,Talk Plan,34.02,LTE
2016,Rural,PE,Talk Plan,31.36,LTE
2016,Rural,NS,Talk Plan,31.93,LTE
2016,Rural,NL,Talk Plan,34.19,LTE
2016,Rural,YT,Talk Plan,37.25,LTE
2016,Rural,NT,Talk Plan,37.25,LTE
2016,Rural,NU,Talk Plan,37.25,LTE
2016,Rural,Nord / North,Talk Plan,37.25,LTE
2016,Rural,Canada,Talk Plan,33.75,LTE
2016,Rural,BC,1GB,57.93,LTE
2016,Rural,AB,1GB,59,LTE
2016,Rural,SK,1GB,61.67,LTE
2016,Rural,MB,1GB,63.5,LTE
2016,Rural,ON,1GB,46.5,LTE
2016,Rural,QC,1GB,40.9,LTE
2016,Rural,NB,1GB,47,LTE
2016,Rural,PE,1GB,48.33,LTE
2016,Rural,NS,1GB,48.5,LTE
2016,Rural,NL,1GB,47.33,LTE
2016,Rural,YT,1GB,59,LTE
2016,Rural,NT,1GB,59,LTE
2016,Rural,NU,1GB,59,LTE
2016,Rural,Nord / North,1GB,59,LTE
2016,Rural,Canada,1GB,52.7,LTE
2016,Rural,BC,2GB,68.33,LTE
2016,Rural,AB,2GB,71,LTE
2016,Rural,SK,2GB,68.9,LTE
2016,Rural,MB,2GB,69.23,LTE
2016,Rural,ON,2GB,59.5,LTE
2016,Rural,QC,2GB,52.4,LTE
2016,Rural,NB,2GB,60,LTE
2016,Rural,PE,2GB,62,LTE
2016,Rural,NS,2GB,62.78,LTE
2016,Rural,NL,2GB,61.33,LTE
2016,Rural,YT,2GB,74.5,LTE
2016,Rural,NT,2GB,74.5,LTE
2016,Rural,NU,2GB,74.5,LTE
2016,Rural,Nord / North,2GB,74.5,LTE
2016,Rural,Canada,2GB,64.54,LTE
2016,Rural,BC,5GB,89.76,LTE
2016,Rural,AB,5GB,91.67,LTE
2016,Rural,SK,5GB,75.3,LTE
2016,Rural,MB,5GB,73.41,LTE
2016,Rural,ON,5GB,83.33,LTE
2016,Rural,QC,5GB,58.71,LTE
2016,Rural,NB,5GB,83.67,LTE
2016,Rural,PE,5GB,83,LTE
2016,Rural,NS,5GB,82.75,LTE
2016,Rural,NL,5GB,81.39,LTE
2016,Rural,YT,5GB,90,LTE
2016,Rural,NT,5GB,90,LTE
2016,Rural,NU,5GB,90,LTE
2016,Rural,Nord / North,5GB,90,LTE
2016,Rural,Canada,5GB,81.18,LTE
2016,National,BC,Talk Plan,31.22,Plus bas prix / Lowest
2016,National,AB,Talk Plan,31.49,Plus bas prix / Lowest
2016,National,SK,Talk Plan,30.02,Plus bas prix / Lowest
2016,National,MB,Talk Plan,32.22,Plus bas prix / Lowest
2016,National,ON,Talk Plan,30.19,Plus bas prix / Lowest
2016,National,QC,Talk Plan,28.02,Plus bas prix / Lowest
2016,National,NB,Talk Plan,31.76,Plus bas prix / Lowest
2016,National,PE,Talk Plan,30.33,Plus bas prix / Lowest
2016,National,NS,Talk Plan,30.73,Plus bas prix / Lowest
2016,National,NL,Talk Plan,32.59,Plus bas prix / Lowest
2016,National,YT,Talk Plan,37.25,Plus bas prix / Lowest
2016,National,NT,Talk Plan,37.25,Plus bas prix / Lowest
2016,National,NU,Talk Plan,37.25,Plus bas prix / Lowest
2016,National,Nord / North,Talk Plan,37.25,Plus bas prix / Lowest
2016,National,Canada,Talk Plan,31.44,Plus bas prix / Lowest
2016,National,BC,1GB,49.31,Plus bas prix / Lowest
2016,National,AB,1GB,48.33,Plus bas prix / Lowest
2016,National,SK,1GB,55.55,Plus bas prix / Lowest
2016,National,MB,1GB,54.98,Plus bas prix / Lowest
2016,National,ON,1GB,44.41,Plus bas prix / Lowest
2016,National,QC,1GB,42.41,Plus bas prix / Lowest
2016,National,NB,1GB,46.67,Plus bas prix / Lowest
2016,National,PE,1GB,47.75,Plus bas prix / Lowest
2016,National,NS,1GB,47.83,Plus bas prix / Lowest
2016,National,NL,1GB,46.81,Plus bas prix / Lowest
2016,National,YT,1GB,52.75,Plus bas prix / Lowest
2016,National,NT,1GB,52.75,Plus bas prix / Lowest
2016,National,NU,1GB,52.75,Plus bas prix / Lowest
2016,National,Nord / North,1GB,52.75,Plus bas prix / Lowest
2016,National,Canada,1GB,48.8,Plus bas prix / Lowest
2016,National,BC,2GB,62.29,Plus bas prix / Lowest
2016,National,AB,2GB,61.25,Plus bas prix / Lowest
2016,National,SK,2GB,63.2,Plus bas prix / Lowest
2016,National,MB,2GB,61.87,Plus bas prix / Lowest
2016,National,ON,2GB,56.65,Plus bas prix / Lowest
2016,National,QC,2GB,52.26,Plus bas prix / Lowest
2016,National,NB,2GB,61.33,Plus bas prix / Lowest
2016,National,PE,2GB,62.5,Plus bas prix / Lowest
2016,National,NS,2GB,62.71,Plus bas prix / Lowest
2016,National,NL,2GB,61.42,Plus bas prix / Lowest
2016,National,YT,2GB,74.5,Plus bas prix / Lowest
2016,National,NT,2GB,74.5,Plus bas prix / Lowest
2016,National,NU,2GB,74.5,Plus bas prix / Lowest
2016,National,Nord / North,2GB,74.5,Plus bas prix / Lowest
2016,National,Canada,2GB,61.82,Plus bas prix / Lowest
2016,National,BC,5GB,83.53,Plus bas prix / Lowest
2016,National,AB,5GB,81.46,Plus bas prix / Lowest
2016,National,SK,5GB,64.65,Plus bas prix / Lowest
2016,National,MB,5GB,63.46,Plus bas prix / Lowest
2016,National,ON,5GB,77.46,Plus bas prix / Lowest
2016,National,QC,5GB,59.86,Plus bas prix / Lowest
2016,National,NB,5GB,83.67,Plus bas prix / Lowest
2016,National,PE,5GB,83,Plus bas prix / Lowest
2016,National,NS,5GB,82.75,Plus bas prix / Lowest
2016,National,NL,5GB,82.36,Plus bas prix / Lowest
2016,National,YT,5GB,90,Plus bas prix / Lowest
2016,National,NT,5GB,90,Plus bas prix / Lowest
2016,National,NU,5GB,90,Plus bas prix / Lowest
2016,National,Nord / North,5GB,90,Plus bas prix / Lowest
2016,National,Canada,5GB,77.47,Plus bas prix / Lowest
2016,National,BC,Talk Plan,26,3G
2016,National,AB,Talk Plan,24.75,3G
2016,National,SK,Talk Plan,27.25,3G
