Year,Region,Province/territory,Plan,Average ($),Speed
2021,Urbain / Urban,Nord / North,10GB,69.17,LTE
2021,Urbain / Urban,Nord / North,20GB,96.39,LTE
2021,Urbain / Urban,Nord / North,50GB,92.5,LTE
2021,Urbain / Urban,Nord / North,5GB,--,5G
2021,Urbain / Urban,Nord / North,10GB,--,5G
2021,Urbain / Urban,Nord / North,20GB,--,5G
2021,Urbain / Urban,Nord / North,50GB,--,5G
2021,Urbain / Urban,Canada,Talk Plan,21.69,3G
2021,Urbain / Urban,Canada,1GB,30.06,3G
2021,Urbain / Urban,Canada,5GB,40.75,3G
2021,Urbain / Urban,Canada,Talk Plan,23.85,LTE
2021,Urbain / Urban,Canada,1GB,33.86,LTE
2021,Urbain / Urban,Canada,2GB,38.9,LTE
2021,Urbain / Urban,Canada,5GB,47.73,LTE
2021,Urbain / Urban,Canada,10GB,54.53,LTE
2021,Urbain / Urban,Canada,20GB,73.92,LTE
2021,Urbain / Urban,Canada,50GB,90,LTE
2021,Urbain / Urban,Canada,5GB,66.19,5G
2021,Urbain / Urban,Canada,10GB,77.13,5G
2021,Urbain / Urban,Canada,20GB,76.42,5G
2021,Urbain / Urban,Canada,50GB,93.66,5G
2021,Rural,BC,Talk Plan,19.46,Plus bas prix / Lowest
2021,Rural,BC,1GB,29.61,Plus bas prix / Lowest
2021,Rural,BC,2GB,35.36,Plus bas prix / Lowest
2021,Rural,BC,5GB,41.79,Plus bas prix / Lowest
2021,Rural,BC,10GB,51.9,Plus bas prix / Lowest
2021,Rural,BC,20GB,79.11,Plus bas prix / Lowest
2021,Rural,BC,50GB,94.64,Plus bas prix / Lowest
2021,Rural,AB,Talk Plan,20,Plus bas prix / Lowest
2021,Rural,AB,1GB,30,Plus bas prix / Lowest
2021,Rural,AB,2GB,35.13,Plus bas prix / Lowest
2021,Rural,AB,5GB,41.67,Plus bas prix / Lowest
2021,Rural,AB,10GB,51.67,Plus bas prix / Lowest
2021,Rural,AB,20GB,80,Plus bas prix / Lowest
2021,Rural,AB,50GB,95,Plus bas prix / Lowest
2021,Rural,SK,Talk Plan,22.63,Plus bas prix / Lowest
2021,Rural,SK,1GB,34.13,Plus bas prix / Lowest
2021,Rural,SK,2GB,43.13,Plus bas prix / Lowest
2021,Rural,SK,5GB,51.13,Plus bas prix / Lowest
2021,Rural,SK,10GB,60.13,Plus bas prix / Lowest
2021,Rural,SK,20GB,76.13,Plus bas prix / Lowest
2021,Rural,SK,50GB,83.5,Plus bas prix / Lowest
2021,Rural,MB,Talk Plan,21.5,Plus bas prix / Lowest
2021,Rural,MB,1GB,31,Plus bas prix / Lowest
2021,Rural,MB,2GB,36,Plus bas prix / Lowest
2021,Rural,MB,5GB,43,Plus bas prix / Lowest
2021,Rural,MB,10GB,53.5,Plus bas prix / Lowest
2021,Rural,MB,20GB,73.33,Plus bas prix / Lowest
2021,Rural,MB,50GB,88.33,Plus bas prix / Lowest
2021,Rural,ON,Talk Plan,20.14,Plus bas prix / Lowest
2021,Rural,ON,1GB,29.96,Plus bas prix / Lowest
2021,Rural,ON,2GB,35.45,Plus bas prix / Lowest
2021,Rural,ON,5GB,42.26,Plus bas prix / Lowest
2021,Rural,ON,10GB,52.14,Plus bas prix / Lowest
2021,Rural,ON,20GB,79.11,Plus bas prix / Lowest
2021,Rural,ON,50GB,95,Plus bas prix / Lowest
2021,Rural,QC,Talk Plan,19.79,Plus bas prix / Lowest
2021,Rural,QC,1GB,29.48,Plus bas prix / Lowest
2021,Rural,QC,2GB,33.48,Plus bas prix / Lowest
2021,Rural,QC,5GB,36.83,Plus bas prix / Lowest
2021,Rural,QC,10GB,45.76,Plus bas prix / Lowest
2021,Rural,QC,20GB,59.36,Plus bas prix / Lowest
2021,Rural,QC,50GB,82.86,Plus bas prix / Lowest
2021,Rural,NB,Talk Plan,20,Plus bas prix / Lowest
2021,Rural,NB,1GB,30,Plus bas prix / Lowest
2021,Rural,NB,2GB,35,Plus bas prix / Lowest
2021,Rural,NB,5GB,41.67,Plus bas prix / Lowest
2021,Rural,NB,10GB,51.67,Plus bas prix / Lowest
2021,Rural,NB,20GB,80,Plus bas prix / Lowest
2021,Rural,NB,50GB,95,Plus bas prix / Lowest
2021,Rural,PE,Talk Plan,22.5,Plus bas prix / Lowest
2021,Rural,PE,1GB,30,Plus bas prix / Lowest
2021,Rural,PE,2GB,35,Plus bas prix / Lowest
2021,Rural,PE,5GB,42.5,Plus bas prix / Lowest
2021,Rural,PE,10GB,51.25,Plus bas prix / Lowest
2021,Rural,PE,20GB,75,Plus bas prix / Lowest
2021,Rural,PE,50GB,91.25,Plus bas prix / Lowest
2021,Rural,NS,Talk Plan,22.5,Plus bas prix / Lowest
2021,Rural,NS,1GB,30,Plus bas prix / Lowest
2021,Rural,NS,2GB,35,Plus bas prix / Lowest
2021,Rural,NS,5GB,42.5,Plus bas prix / Lowest
2021,Rural,NS,10GB,51.25,Plus bas prix / Lowest
2021,Rural,NS,20GB,75,Plus bas prix / Lowest
2021,Rural,NS,50GB,91.25,Plus bas prix / Lowest
2021,Rural,NL,Talk Plan,18.33,Plus bas prix / Lowest
2021,Rural,NL,1GB,28.33,Plus bas prix / Lowest
2021,Rural,NL,2GB,35,Plus bas prix / Lowest
2021,Rural,NL,5GB,42.22,Plus bas prix / Lowest
2021,Rural,NL,10GB,50.56,Plus bas prix / Lowest
2021,Rural,NL,20GB,80,Plus bas prix / Lowest
2021,Rural,NL,50GB,93.33,Plus bas prix / Lowest
2021,Rural,YT,Talk Plan,17.5,Plus bas prix / Lowest
2021,Rural,YT,1GB,27.5,Plus bas prix / Lowest
2021,Rural,YT,2GB,35,Plus bas prix / Lowest
2021,Rural,YT,5GB,42.5,Plus bas prix / Lowest
2021,Rural,YT,10GB,50,Plus bas prix / Lowest
2021,Rural,YT,20GB,80,Plus bas prix / Lowest
2021,Rural,YT,50GB,92.5,Plus bas prix / Lowest
2021,Rural,NT,Talk Plan,17.5,Plus bas prix / Lowest
2021,Rural,NT,1GB,27.5,Plus bas prix / Lowest
2021,Rural,NT,2GB,35,Plus bas prix / Lowest
2021,Rural,NT,5GB,42.5,Plus bas prix / Lowest
2021,Rural,NT,10GB,50,Plus bas prix / Lowest
2021,Rural,NT,20GB,80,Plus bas prix / Lowest
2021,Rural,NT,50GB,92.5,Plus bas prix / Lowest
2021,Rural,NU,Talk Plan,18,Plus bas prix / Lowest
2021,Rural,NU,1GB,27.5,Plus bas prix / Lowest
2021,Rural,NU,2GB,35,Plus bas prix / Lowest
2021,Rural,NU,5GB,42.5,Plus bas prix / Lowest
2021,Rural,NU,10GB,50,Plus bas prix / Lowest
2021,Rural,NU,20GB,80,Plus bas prix / Lowest
2021,Rural,NU,50GB,92.5,Plus bas prix / Lowest
2021,Rural,Nord / North,Talk Plan,17.67,Plus bas prix / Lowest
2021,Rural,Nord / North,1GB,27.5,Plus bas prix / Lowest
2021,Rural,Nord / North,2GB,35,Plus bas prix / Lowest
2021,Rural,Nord / North,5GB,42.5,Plus bas prix / Lowest
2021,Rural,Nord / North,10GB,50,Plus bas prix / Lowest
2021,Rural,Nord / North,20GB,80,Plus bas prix / Lowest
2021,Rural,Nord / North,50GB,92.5,Plus bas prix / Lowest
2021,Rural,Canada,Talk Plan,20.41,Plus bas prix / Lowest
2021,Rural,Canada,1GB,30.01,Plus bas prix / Lowest
2021,Rural,Canada,2GB,35.77,Plus bas prix / Lowest
2021,Rural,Canada,5GB,42.55,Plus bas prix / Lowest
2021,Rural,Canada,10GB,51.79,Plus bas prix / Lowest
2021,Rural,Canada,20GB,76.09,Plus bas prix / Lowest
2021,Rural,Canada,50GB,91.15,Plus bas prix / Lowest
2021,Rural,BC,Talk Plan,21.43,3G
2021,Rural,BC,1GB,29.29,3G
2021,Rural,BC,5GB,40,3G
2021,Rural,BC,Talk Plan,22.92,LTE
2021,Rural,BC,1GB,32.99,LTE
2021,Rural,BC,2GB,40.51,LTE
2021,Rural,BC,5GB,45.36,LTE
2021,Rural,BC,10GB,51.9,LTE
2021,Rural,BC,20GB,79.11,LTE
2021,Rural,BC,50GB,94.64,LTE
2021,Rural,BC,5GB,80,5G
2021,Rural,BC,10GB,80,5G
2021,Rural,BC,20GB,80,5G
2021,Rural,BC,50GB,99.58,5G
2021,Rural,AB,Talk Plan,21.67,3G
2021,Rural,AB,1GB,30,3G
2021,Rural,AB,5GB,40,3G
2021,Rural,AB,Talk Plan,23.33,LTE
2021,Rural,AB,1GB,33.75,LTE
2021,Rural,AB,2GB,40.83,LTE
2021,Rural,AB,5GB,45,LTE
2021,Rural,AB,10GB,51.67,LTE
2021,Rural,AB,20GB,80,LTE
2021,Rural,AB,50GB,95,LTE
2021,Rural,AB,5GB,80,5G
2021,Rural,AB,10GB,80,5G
2021,Rural,AB,20GB,80,5G
2021,Rural,AB,50GB,98.5,5G
2021,Rural,SK,Talk Plan,24.13,3G
2021,Rural,SK,1GB,35.91,3G
2021,Rural,SK,5GB,53.91,3G
2021,Rural,SK,Talk Plan,25.63,LTE
2021,Rural,SK,1GB,38.41,LTE
2021,Rural,SK,2GB,45.88,LTE
2021,Rural,SK,5GB,53.13,LTE
2021,Rural,SK,10GB,60.13,LTE
2021,Rural,SK,20GB,76.13,LTE
2021,Rural,SK,50GB,83.5,LTE
2021,Rural,SK,5GB,65,5G
2021,Rural,SK,10GB,65,5G
2021,Rural,SK,20GB,65,5G
2021,Rural,SK,50GB,90,5G
2021,Rural,MB,Talk Plan,21.67,3G
2021,Rural,MB,1GB,30,3G
2021,Rural,MB,5GB,40,3G
2021,Rural,MB,Talk Plan,24.5,LTE
2021,Rural,MB,1GB,34.58,LTE
2021,Rural,MB,2GB,38.25,LTE
2021,Rural,MB,5GB,46,LTE
2021,Rural,MB,10GB,53.5,LTE
2021,Rural,MB,20GB,73.33,LTE
2021,Rural,MB,50GB,88.33,LTE
2021,Rural,MB,5GB,80,5G
2021,Rural,MB,10GB,80,5G
2021,Rural,MB,20GB,79,5G
2021,Rural,MB,50GB,98,5G
2021,Rural,ON,Talk Plan,21.67,3G
2021,Rural,ON,1GB,30,3G
2021,Rural,ON,5GB,40,3G
2021,Rural,ON,Talk Plan,23.36,LTE
2021,Rural,ON,1GB,33.52,LTE
2021,Rural,ON,2GB,37.77,LTE
2021,Rural,ON,5GB,45.36,LTE
2021,Rural,ON,10GB,52.14,LTE
2021,Rural,ON,20GB,79.11,LTE
2021,Rural,ON,50GB,95,LTE
2021,Rural,ON,5GB,80,5G
2021,Rural,ON,10GB,80,5G
2021,Rural,ON,20GB,80,5G
2021,Rural,ON,50GB,100,5G
2021,Rural,QC,Talk Plan,20.85,3G
2021,Rural,QC,1GB,30.25,3G
2021,Rural,QC,5GB,38.13,3G
2021,Rural,QC,Talk Plan,22.83,LTE
2021,Rural,QC,1GB,31.81,LTE
2021,Rural,QC,2GB,34.77,LTE
2021,Rural,QC,5GB,40.67,LTE
2021,Rural,QC,10GB,45.67,LTE
2021,Rural,QC,20GB,59.13,LTE
2021,Rural,QC,50GB,82.5,LTE
2021,Rural,QC,5GB,65,5G
2021,Rural,QC,10GB,63.75,5G
2021,Rural,QC,20GB,65,5G
2021,Rural,QC,50GB,88.75,5G
2021,Rural,NB,Talk Plan,21.67,3G
2021,Rural,NB,1GB,30,3G
2021,Rural,NB,5GB,40,3G
2021,Rural,NB,Talk Plan,23.33,LTE
2021,Rural,NB,1GB,33.75,LTE
2021,Rural,NB,2GB,37.5,LTE
2021,Rural,NB,5GB,45,LTE
2021,Rural,NB,10GB,51.67,LTE
2021,Rural,NB,20GB,80,LTE
2021,Rural,NB,50GB,95,LTE
2021,Rural,NB,5GB,80,5G
2021,Rural,NB,10GB,80,5G
2021,Rural,NB,20GB,80,5G
2021,Rural,NB,50GB,100,5G
2021,Rural,PE,Talk Plan,21.67,3G
2021,Rural,PE,1GB,30,3G
2021,Rural,PE,5GB,40,3G
2021,Rural,PE,Talk Plan,25,LTE
2021,Rural,PE,1GB,33.75,LTE
2021,Rural,PE,2GB,36.88,LTE
2021,Rural,PE,5GB,45,LTE
2021,Rural,PE,10GB,51.25,LTE
2021,Rural,PE,20GB,75,LTE
2021,Rural,PE,50GB,91.25,LTE
2021,Rural,PE,5GB,80,5G
2021,Rural,PE,10GB,80,5G
2021,Rural,PE,20GB,80,5G
2021,Rural,PE,50GB,100,5G
2021,Rural,NS,Talk Plan,21.67,3G
2021,Rural,NS,1GB,30,3G
2021,Rural,NS,5GB,40,3G
2021,Rural,NS,Talk Plan,25,LTE
2021,Rural,NS,1GB,33.75,LTE
2021,Rural,NS,2GB,36.88,LTE
2021,Rural,NS,5GB,45,LTE
2021,Rural,NS,10GB,51.25,LTE
2021,Rural,NS,20GB,75,LTE
2021,Rural,NS,50GB,91.25,LTE
2021,Rural,NS,5GB,80,5G
2021,Rural,NS,10GB,80,5G
2021,Rural,NS,20GB,80,5G
2021,Rural,NS,50GB,100,5G
2021,Rural,NL,Talk Plan,20.56,3G
2021,Rural,NL,1GB,26.67,3G
2021,Rural,NL,5GB,40,3G
2021,Rural,NL,Talk Plan,22.78,LTE
2021,Rural,NL,1GB,31.25,LTE
2021,Rural,NL,2GB,37.5,LTE
2021,Rural,NL,5GB,45,LTE
2021,Rural,NL,10GB,50.56,LTE
2021,Rural,NL,20GB,80,LTE
2021,Rural,NL,50GB,93.33,LTE
2021,Rural,NL,5GB,80,5G
2021,Rural,NL,10GB,80,5G
2021,Rural,NL,20GB,80,5G
2021,Rural,NL,50GB,100,5G
2021,Rural,YT,Talk Plan,20,3G
2021,Rural,YT,1GB,25,3G
2021,Rural,YT,5GB,40,3G
2021,Rural,YT,Talk Plan,22.5,LTE
2021,Rural,YT,1GB,30,LTE
2021,Rural,YT,2GB,37.5,LTE
2021,Rural,YT,5GB,45,LTE
2021,Rural,YT,10GB,50,LTE
2021,Rural,YT,20GB,80,LTE
2021,Rural,YT,50GB,92.5,LTE
2021,Rural,YT,5GB,--,5G
2021,Rural,YT,10GB,--,5G
2021,Rural,YT,20GB,--,5G
2021,Rural,YT,50GB,--,5G
2021,Rural,NT,Talk Plan,20,3G
2021,Rural,NT,1GB,25,3G
2021,Rural,NT,5GB,40,3G
2021,Rural,NT,Talk Plan,22.5,LTE
2021,Rural,NT,1GB,30,LTE
2021,Rural,NT,2GB,37.5,LTE
2021,Rural,NT,5GB,45,LTE
2021,Rural,NT,10GB,50,LTE
2021,Rural,NT,20GB,80,LTE
2021,Rural,NT,50GB,92.5,LTE
2021,Rural,NT,5GB,--,5G
2021,Rural,NT,10GB,--,5G
2021,Rural,NT,20GB,--,5G
2021,Rural,NT,50GB,--,5G
2021,Rural,NU,Talk Plan,20,3G
2021,Rural,NU,1GB,25,3G
2021,Rural,NU,5GB,40,3G
2021,Rural,NU,Talk Plan,21.94,LTE
2021,Rural,NU,1GB,30,LTE
2021,Rural,NU,2GB,37.5,LTE
2021,Rural,NU,5GB,45,LTE
2021,Rural,NU,10GB,50,LTE
2021,Rural,NU,20GB,80,LTE
2021,Rural,NU,50GB,92.5,LTE
2021,Rural,NU,5GB,--,5G
2021,Rural,NU,10GB,--,5G
2021,Rural,NU,20GB,--,5G
2021,Rural,NU,50GB,--,5G
2021,Rural,Nord / North,Talk Plan,20,3G
2021,Rural,Nord / North,1GB,25,3G
2021,Rural,Nord / North,5GB,40,3G
2021,Rural,Nord / North,Talk Plan,22.31,LTE
2021,Rural,Nord / North,1GB,30,LTE
2021,Rural,Nord / North,2GB,37.5,LTE
2021,Rural,Nord / North,5GB,45,LTE
2021,Rural,Nord / North,10GB,50,LTE
2021,Rural,Nord / North,20GB,80,LTE
2021,Rural,Nord / North,50GB,92.5,LTE
2021,Rural,Nord / North,5GB,--,5G
2021,Rural,Nord / North,10GB,--,5G
2021,Rural,Nord / North,20GB,--,5G
2021,Rural,Nord / North,50GB,--,5G
2021,Rural,Canada,Talk Plan,21.54,3G
2021,Rural,Canada,1GB,29.74,3G
2021,Rural,Canada,5GB,41.09,3G
2021,Rural,Canada,Talk Plan,23.73,LTE
2021,Rural,Canada,1GB,33.41,LTE
2021,Rural,Canada,2GB,38.56,LTE
2021,Rural,Canada,5GB,45.49,LTE
2021,Rural,Canada,10GB,51.78,LTE
2021,Rural,Canada,20GB,76.07,LTE
2021,Rural,Canada,50GB,91.12,LTE
2021,Rural,Canada,5GB,77,5G
2021,Rural,Canada,10GB,76.88,5G
2021,Rural,Canada,20GB,76.9,5G
2021,Rural,Canada,50GB,97.48,5G
2021,National,BC,Talk Plan,19.11,Plus bas prix / Lowest
2021,National,BC,1GB,29.68,Plus bas prix / Lowest
2021,National,BC,2GB,36.43,Plus bas prix / Lowest
2021,National,BC,5GB,43.39,Plus bas prix / Lowest
2021,National,BC,10GB,53.45,Plus bas prix / Lowest
2021,National,BC,20GB,76.43,Plus bas prix / Lowest
2021,National,BC,50GB,94.82,Plus bas prix / Lowest
2021,National,AB,Talk Plan,19.38,Plus bas prix / Lowest
2021,National,AB,1GB,29.88,Plus bas prix / Lowest
2021,National,AB,2GB,36.31,Plus bas prix / Lowest
2021,National,AB,5GB,43.33,Plus bas prix / Lowest
2021,National,AB,10GB,53.33,Plus bas prix / Lowest
2021,National,AB,20GB,76.88,Plus bas prix / Lowest
2021,National,AB,50GB,95,Plus bas prix / Lowest
2021,National,SK,Talk Plan,22.82,Plus bas prix / Lowest
2021,National,SK,1GB,34.2,Plus bas prix / Lowest
2021,National,SK,2GB,42.45,Plus bas prix / Lowest
2021,National,SK,5GB,50.2,Plus bas prix / Lowest
2021,National,SK,10GB,59.7,Plus bas prix / Lowest
2021,National,SK,20GB,76.45,Plus bas prix / Lowest
2021,National,SK,50GB,84.25,Plus bas prix / Lowest
2021,National,MB,Talk Plan,22.63,Plus bas prix / Lowest
2021,National,MB,1GB,31.75,Plus bas prix / Lowest
2021,National,MB,2GB,36.75,Plus bas prix / Lowest
2021,National,MB,5GB,44,Plus bas prix / Lowest
2021,National,MB,10GB,54.88,Plus bas prix / Lowest
2021,National,MB,20GB,72.5,Plus bas prix / Lowest
2021,National,MB,50GB,86.67,Plus bas prix / Lowest
2021,National,ON,Talk Plan,20.62,Plus bas prix / Lowest
2021,National,ON,1GB,29.87,Plus bas prix / Lowest
2021,National,ON,2GB,36.42,Plus bas prix / Lowest
2021,National,ON,5GB,43.53,Plus bas prix / Lowest
2021,National,ON,10GB,53.45,Plus bas prix / Lowest
2021,National,ON,20GB,75.86,Plus bas prix / Lowest
2021,National,ON,50GB,94.79,Plus bas prix / Lowest
2021,National,QC,Talk Plan,20.02,Plus bas prix / Lowest
2021,National,QC,1GB,29.74,Plus bas prix / Lowest
2021,National,QC,2GB,33.49,Plus bas prix / Lowest
2021,National,QC,5GB,36.79,Plus bas prix / Lowest
2021,National,QC,10GB,45.63,Plus bas prix / Lowest
2021,National,QC,20GB,59.43,Plus bas prix / Lowest
2021,National,QC,50GB,83.1,Plus bas prix / Lowest
2021,National,NB,Talk Plan,21.25,Plus bas prix / Lowest
2021,National,NB,1GB,30,Plus bas prix / Lowest
2021,National,NB,2GB,35,Plus bas prix / Lowest
2021,National,NB,5GB,42.08,Plus bas prix / Lowest
2021,National,NB,10GB,51.46,Plus bas prix / Lowest
2021,National,NB,20GB,77.5,Plus bas prix / Lowest
2021,National,NB,50GB,93.13,Plus bas prix / Lowest
2021,National,PE,Talk Plan,22.5,Plus bas prix / Lowest
2021,National,PE,1GB,30,Plus bas prix / Lowest
2021,National,PE,2GB,35,Plus bas prix / Lowest
2021,National,PE,5GB,42.5,Plus bas prix / Lowest
2021,National,PE,10GB,51.25,Plus bas prix / Lowest
2021,National,PE,20GB,75,Plus bas prix / Lowest
2021,National,PE,50GB,91.25,Plus bas prix / Lowest
2021,National,NS,Talk Plan,22.5,Plus bas prix / Lowest
2021,National,NS,1GB,30,Plus bas prix / Lowest
2021,National,NS,2GB,35,Plus bas prix / Lowest
2021,National,NS,5GB,42.5,Plus bas prix / Lowest
2021,National,NS,10GB,51.25,Plus bas prix / Lowest
2021,National,NS,20GB,75,Plus bas prix / Lowest
2021,National,NS,50GB,91.25,Plus bas prix / Lowest
2021,National,NL,Talk Plan,20.42,Plus bas prix / Lowest
2021,National,NL,1GB,29.17,Plus bas prix / Lowest
2021,National,NL,2GB,35,Plus bas prix / Lowest
2021,National,NL,5GB,42.36,Plus bas prix / Lowest
2021,National,NL,10GB,50.9,Plus bas prix / Lowest
2021,National,NL,20GB,77.5,Plus bas prix / Lowest
2021,National,NL,50GB,92.29,Plus bas prix / Lowest
2021,National,YT,Talk Plan,17.75,Plus bas prix / Lowest
2021,National,YT,1GB,29.42,Plus bas prix / Lowest
2021,National,YT,2GB,39,Plus bas prix / Lowest
2021,National,YT,5GB,51.92,Plus bas prix / Lowest
2021,National,YT,10GB,61.5,Plus bas prix / Lowest
2021,National,YT,20GB,89.83,Plus bas prix / Lowest
2021,National,YT,50GB,92.5,Plus bas prix / Lowest
2021,National,NT,Talk Plan,17.88,Plus bas prix / Lowest
2021,National,NT,1GB,29.42,Plus bas prix / Lowest
2021,National,NT,2GB,39,Plus bas prix / Lowest
2021,National,NT,5GB,51.92,Plus bas prix / Lowest
2021,National,NT,10GB,58.63,Plus bas prix / Lowest
2021,National,NT,20GB,87.38,Plus bas prix / Lowest
2021,National,NT,50GB,92.5,Plus bas prix / Lowest
2021,National,NU,Talk Plan,18.13,Plus bas prix / Lowest
2021,National,NU,1GB,29.42,Plus bas prix / Lowest
2021,National,NU,2GB,39,Plus bas prix / Lowest
2021,National,NU,5GB,49.88,Plus bas prix / Lowest
2021,National,NU,10GB,58.63,Plus bas prix / Lowest
2021,National,NU,20GB,87.38,Plus bas prix / Lowest
2021,National,NU,50GB,92.5,Plus bas prix / Lowest
2021,National,Nord / North,Talk Plan,17.92,Plus bas prix / Lowest
2021,National,Nord / North,1GB,29.42,Plus bas prix / Lowest
2021,National,Nord / North,2GB,39,Plus bas prix / Lowest
2021,National,Nord / North,5GB,51.24,Plus bas prix / Lowest
2021,National,Nord / North,10GB,59.58,Plus bas prix / Lowest
2021,National,Nord / North,20GB,88.19,Plus bas prix / Lowest
2021,National,Nord / North,50GB,92.5,Plus bas prix / Lowest
2021,National,Canada,Talk Plan,20.83,Plus bas prix / Lowest
2021,National,Canada,1GB,30.34,Plus bas prix / Lowest
2021,National,Canada,2GB,36.44,Plus bas prix / Lowest
2021,National,Canada,5GB,43.81,Plus bas prix / Lowest
2021,National,Canada,10GB,53.16,Plus bas prix / Lowest
2021,National,Canada,20GB,75.52,Plus bas prix / Lowest
2021,National,Canada,50GB,90.82,Plus bas prix / Lowest
2021,National,BC,Talk Plan,21.55,3G
2021,National,BC,1GB,29.64,3G
2021,National,BC,5GB,40,3G
2021,National,BC,Talk Plan,22.08,LTE
2021,National,BC,1GB,32.58,LTE
2021,National,BC,2GB,39.94,LTE
2021,National,BC,5GB,46.43,LTE
2021,National,BC,10GB,53.45,LTE
2021,National,BC,20GB,75.39,LTE
2021,National,BC,50GB,94.82,LTE
2021,National,BC,5GB,73.75,5G
2021,National,BC,10GB,80,5G
2021,National,BC,20GB,80,5G
2021,National,BC,50GB,97.29,5G
2021,National,AB,Talk Plan,21.67,3G
2021,National,AB,1GB,30,3G
2021,National,AB,5GB,40,3G
2021,National,AB,Talk Plan,22.29,LTE
2021,National,AB,1GB,32.96,LTE
2021,National,AB,2GB,40.1,LTE
2021,National,AB,5GB,46.25,LTE
2021,National,AB,10GB,53.33,LTE
2021,National,AB,20GB,75.83,LTE
2021,National,AB,50GB,95,LTE
2021,National,AB,5GB,73.75,5G
2021,National,AB,10GB,80,5G
2021,National,AB,20GB,80,5G
2021,National,AB,50GB,96.75,5G
2021,National,SK,Talk Plan,24.2,3G
2021,National,SK,1GB,35.8,3G
2021,National,SK,5GB,52.3,3G
2021,National,SK,Talk Plan,25.57,LTE
2021,National,SK,1GB,38.3,LTE
2021,National,SK,2GB,44.76,LTE
2021,National,SK,5GB,52.45,LTE
2021,National,SK,10GB,59.7,LTE
2021,National,SK,20GB,76.45,LTE
2021,National,SK,50GB,84.25,LTE
2021,National,SK,5GB,70,5G
2021,National,SK,10GB,70,5G
2021,National,SK,20GB,70,5G
2021,National,SK,50GB,90,5G
2021,National,MB,Talk Plan,21.67,3G
2021,National,MB,1GB,30,3G
2021,National,MB,5GB,40,3G
2021,National,MB,Talk Plan,25.38,LTE
2021,National,MB,1GB,35.21,LTE
2021,National,MB,2GB,38.81,LTE
2021,National,MB,5GB,46.75,LTE
2021,National,MB,10GB,54.88,LTE
2021,National,MB,20GB,72.92,LTE
2021,National,MB,50GB,86.67,LTE
2021,National,MB,5GB,70,5G
2021,National,MB,10GB,77.5,5G
2021,National,MB,20GB,75.33,5G
2021,National,MB,50GB,91.5,5G
2021,National,ON,Talk Plan,21.67,3G
2021,National,ON,1GB,30,3G
2021,National,ON,5GB,40,3G
2021,National,ON,Talk Plan,23.4,LTE
2021,National,ON,1GB,32.83,LTE
2021,National,ON,2GB,38.49,LTE
2021,National,ON,5GB,46.3,LTE
2021,National,ON,10GB,53.41,LTE
2021,National,ON,20GB,75.17,LTE
2021,National,ON,50GB,95,LTE
2021,National,ON,5GB,73.44,5G
2021,National,ON,10GB,80,5G
2021,National,ON,20GB,79.38,5G
2021,National,ON,50GB,98.07,5G
2021,National,QC,Talk Plan,21.09,3G
2021,National,QC,1GB,30.13,3G
2021,National,QC,5GB,37.81,3G
2021,National,QC,Talk Plan,22.79,LTE
2021,National,QC,1GB,32.16,LTE
2021,National,QC,2GB,34.76,LTE
2021,National,QC,5GB,40.58,LTE
2021,National,QC,10GB,45.58,LTE
2021,National,QC,20GB,59.31,LTE
2021,National,QC,50GB,82.5,LTE
2021,National,QC,5GB,60,5G
2021,National,QC,10GB,62.5,5G
2021,National,QC,20GB,61.88,5G
2021,National,QC,50GB,87.08,5G
2021,National,NB,Talk Plan,21.67,3G
2021,National,NB,1GB,30,3G
2021,National,NB,5GB,40,3G
2021,National,NB,Talk Plan,24.17,LTE
2021,National,NB,1GB,33.75,LTE
2021,National,NB,2GB,37.19,LTE
2021,National,NB,5GB,45,LTE
2021,National,NB,10GB,51.46,LTE
2021,National,NB,20GB,76.67,LTE
2021,National,NB,50GB,92.5,LTE
2021,National,NB,5GB,73.75,5G
2021,National,NB,10GB,80,5G
2021,National,NB,20GB,80,5G
2021,National,NB,50GB,98.75,5G
2021,National,PE,Talk Plan,21.67,3G
2021,National,PE,1GB,30,3G
2021,National,PE,5GB,40,3G
2021,National,PE,Talk Plan,25,LTE
2021,National,PE,1GB,33.75,LTE
2021,National,PE,2GB,36.88,LTE
2021,National,PE,5GB,45,LTE
2021,National,PE,10GB,51.25,LTE
2021,National,PE,20GB,74.17,LTE
2021,National,PE,50GB,90.63,LTE
2021,National,PE,5GB,73.75,5G
2021,National,PE,10GB,80,5G
2021,National,PE,20GB,80,5G
2021,National,PE,50GB,98.75,5G
2021,National,NS,Talk Plan,21.67,3G
2021,National,NS,1GB,30,3G
2021,National,NS,5GB,40,3G
2021,National,NS,Talk Plan,25,LTE
2021,National,NS,1GB,33.75,LTE
2021,National,NS,2GB,36.88,LTE
2021,National,NS,5GB,45,LTE
2021,National,NS,10GB,51.25,LTE
2021,National,NS,20GB,74.17,LTE
2021,National,NS,50GB,90.63,LTE
2021,National,NS,5GB,73.75,5G
2021,National,NS,10GB,80,5G
2021,National,NS,20GB,80,5G
2021,National,NS,50GB,98.75,5G
2021,National,NL,Talk Plan,21.11,3G
2021,National,NL,1GB,28.33,3G
2021,National,NL,5GB,40,3G
2021,National,NL,Talk Plan,23.89,LTE
2021,National,NL,1GB,32.5,LTE
2021,National,NL,2GB,37.19,LTE
2021,National,NL,5GB,45,LTE
2021,National,NL,10GB,50.9,LTE
