Year,Entity,Region,Census metropolitan area,Province/territory,Plan,Reported monthly price,Brand,Speed,Channels
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Crapaud,PE,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Hunter River,PE,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Morell-St. Peters,PE,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,La Guadeloupe,QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Lac-Des-Écorces,QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Laterrière,QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,L'islet,QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Rock Island,QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,10GB Plan,50,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,5GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,St-Honoré (Témiscouata Co.),QC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,2GB Plan,47.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Broadview,SK,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,10GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,20GB Plan,65,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,20GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,2GB Plan,47.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,5GB Plan,65,Rogers,5G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Rural,Gull Lake,SK,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Calgary,AB,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Edmonton,AB,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Vancouver,BC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Victoria,BC,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,10GB Plan,75,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,20GB Plan,75,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,20GB Plan,75,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,50GB Plan,90,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,50GB Plan,90,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,5GB Plan,75,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Winnipeg,MB,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,100/15 Mbps,84.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,100/15 Mbps,84.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,20GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,2GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,2GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,50/10 Mbps,69.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,50/10 Mbps,69.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,50GB Plan,100,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,50GB Plan,100,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,5GB Plan,40,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,5GB Plan,45,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,5GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,Cable,24.99,Rogers,,35
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,Talk Plan,25,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,Fredericton,NB,Talk Plan,25,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,100/15 Mbps,84.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,100/15 Mbps,84.99,Rogers,,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,10GB Plan,55,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,10GB Plan,80,Rogers,5G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,1GB Plan,35,Chatr,3G,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,1GB Plan,37.5,Fido,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,20GB Plan,80,Rogers,LTE,
2021,Rogers Communications Canada Inc.,Urbain / Urban,St. John's,NL,20GB Plan,80,Rogers,5G,
